oid,title_origin,title,slug,slug_title,actors,directors,Year
52b3bd71c96928352aadf616,Monster Jellyfish,Sứa Khổng Lồ Nomura - Monster Jellyfish,sua khong lo nomura monster jellyfish,sua-khong-lo-nomura-monster-jellyfish,[u'Tom Streithorst'],[u'Jesse Stern'],2010
576ca1e917dc1352b243cf89,,Masan - Sự Kiện 22/6,masan su kien 226,masan-su-kien-226,[],[],
52cb58dac96928252444455b,Aftershock,Đường Sơn Đại Địa Chấn - Aftershock,duong son dai dia chan aftershock,duong-son-dai-dia-chan-aftershock,"[u'Fan Xu', u'Jingchu Zhang', u'Chen Li', u'Zi-feng Zhang', u'Jiajun Zhang']",[u'Xiaogang Feng'],2014
534cd4d5c96928320517fce1,Don't Click,Đừng Nhấn - Don't Click,dung nhan dont click,dung-nhan-dont-click,"[u'Joo Won', u'Kang Byeol', u'Park Bo Yeong']",[u'Kim Tae Kyeong'],2012
5460764e17dc1324fa316968,Confession of Murder,Lời thú tội của kẻ sát nhân - Confession of Murder,loi thu toi cua ke sat nhan confession of murder,loi-thu-toi-cua-ke-sat-nhan-confession-of-murder,"[u'Jeong Jae Yeong', u'Park Si Hoo', u'Jang Gwang']",[u'Jung Byung Gil'],2012
56f0f73b17dc132d37183f95,Yeolhansi,11 AM - Yeolhansi,11 am yeolhansi,11-am-yeolhansi,"[u'Jae-yeong Jeong', u'Ok-bin Kim', u'Daniel Choi']",[u'Seung-Hwan Lee'],2014
59a794a15583206944bf53b0,The House That Never Dies 2,Nhà Số 81 Kinh Thành 2 - The House That Never Dies 2,nha so 81 kinh thanh 2 the house that never dies 2,nha-so-81-kinh-thanh-2-the-house-that-never-dies-2,"[u'Chung H\xe2n \u0110\u1ed3ng', u'Mai \u0110\xecnh', u'Tr\u01b0\u01a1ng Ch\xed L\xe2m']",[u'Ti\u1ec1n Nh\xe2n H\xe0o'],2017
59a906345583206944bf6382,Phantom of the Theatre,Ma Cung Mị Ảnh (Bóng Ma Trong Nhà Hát) - Phantom of the Theatre,ma cung mi anh bong ma trong nha hat phantom of the theatre,ma-cung-mi-anh-bong-ma-trong-nha-hat-phantom-of-the-theatre,"[u'L\xe2m T\xe2m Nh\u01b0', u'D\u01b0\u01a1ng H\u1ef1u Ninh', u'Nh\u1eadm \u0110\u1ea1t Hoa']",[u'Raymond Yip'],2016
534cd4d5c96928320517fce1,Don't Click,Đừng Nhấn - Don't Click,dung nhan dont click,dung-nhan-dont-click,"[u'Joo Won', u'Kang Byeol', u'Park Bo Yeong']",[u'Kim Tae Kyeong'],2012
546af5f817dc137649285542,,Tiền Học Sâm - Cha Đẻ Tàu Thần Châu,tien hoc sam cha de tau than chau,tien-hoc-sam-cha-de-tau-than-chau,"[u'Tr\u1ea7n Kh\xf4n ( Aloys Chen)', u'Tr\u01b0\u01a1ng V\u0169 K\u1ef3', u'Tr\u01b0\u01a1ng Thi\u1ebft L\xe2m']",[u'Tr\u01b0\u01a1ng Ki\u1ebfn \xc1'],2012
54f96c0817dc136162a0cecf,"Leafie, a Hen Into the Wild","Cô Gà Mái Thích Phiêu Lưu - Leafie, a Hen Into the Wild",co ga mai thich phieu luu leafie a hen into the wild,co-ga-mai-thich-phieu-luu-leafie-a-hen-into-the-wild,"[u'Moon So Ri', u'Choi Min Sik', u'Park Cheol Min']",[u'Oh Seong Yun'],2011
559507cc17dc130d5074a056,,Người Tôi Thích Là Cậu Ấy,nguoi toi thich la cau ay,nguoi-toi-thich-la-cau-ay,"[u'Kelly Nguy\u1ec5n', u'Kang Ph\u1ea1m', u'Hy An']",[u'Luk V\xe2n'],2015
566107a117dc135351e03025,Mr. Zhai,Theo Tình Tình Chạy - Mr. Zhai,theo tinh tinh chay mr zhai,theo-tinh-tinh-chay-mr-zhai,"[u'Kenny Bee', u'Dada Chan', u'Renee Dai']",[],2011
56d518f217dc13250664b2a2,,Huyền Thoại Về Người Mẹ,huyen thoai ve nguoi me,huyen-thoai-ve-nguoi-me,[u'Tr\xe0 Giang'],[u'B\u1ea1ch Di\u1ec7p'],1987
56d51cd317dc13250564b3cc,,Mái Nhà Xuân,mai nha xuan,mai-nha-xuan,"[u'C\xf4ng L\xfd', u'Quang T\xe8o']",[],2007
56efc13f17dc132d35183c22,,Tấm Vé Tốc Hành: Người Bán Hàng Của Năm,tam ve toc hanh nguoi ban hang cua nam,tam-ve-toc-hanh-nguoi-ban-hang-cua-nam,"[u'Ranbir Kapoor', u'Gauhar Khan', u'Prem Chopra']",[u'Jaideep Sahni'],2009
56efc53717dc132d36183c35,,Mối Tình Đầu Của Chàng Triệu Phú,moi tinh dau cua chang trieu phu,moi-tinh-dau-cua-chang-trieu-phu,"[u'Cho Yong-joon', u'Hyeon Bin', u'Lee Do-hyeon']",[u'Kim Tae-gyun'],2006
56efc53717dc132d37183e2f,,Đánh Tráo Nàng Dâu,danh trao nang dau,danh-trao-nang-dau,"[u'Imran Khan', u'Katrina Kaif', u'Ali Zafar']",[u'Ali Abbas Zafar'],2011
56f0cd8217dc132d35183cd9,,Hà Nội Mùa Đông Năm 1946,ha noi mua dong nam 1946,ha-noi-mua-dong-nam-1946,"[u'V\xf5 Ho\xe0i Nam', u'Mai Thu Huy\u1ec1n', u'Ns\u01b0t Ti\u1ebfn H\u1ee3i']",[u'\u0110\u1eb7ng Nh\u1eadt Minh'],1996
56f1024f17dc132d35183da8,Traffickers,Những Kẻ Buôn Bán Nội Tạng - Traffickers,nhung ke buon ban noi tang traffickers,nhung-ke-buon-ban-noi-tang-traffickers,"[u'Chang Jung Lim', u'Daniel Choi', u'Dal-su Oh']","[u'Hong-seon Kim', u'Sang-myung Kim']",2012
56f3a80417dc132d36184140,,Ráng Chiều,rang chieu,rang-chieu,"[u'D\u0169ng Nh\xed', u'B\xf9i B\xe0i B\xecnh']",[u'\u0110\u1eb7ng Th\xe1i Huy\u1ec1n'],2016
572339ed17dc1354c633f945,,Trailer Gái Già Lắm Chiêu,trailer gai gia lam chieu,trailer-gai-gia-lam-chieu,"[u'Di\u1ec5m My', u'B\xecnh Minh', u'Vi\u1ec7t H\u01b0\u01a1ng']","[u'B\u1ea3o Nh\xe2n', u'Nam Cito']",2016
573e896017dc130c2d50a5ee,,Hồ Chí Minh - Bài Ca Tự Do,ho chi minh bai ca tu do,ho-chi-minh-bai-ca-tu-do,[u'N/A'],[u'N/A'],2015
585fadb117dc132aab75cb05,,14 Ngày Phép,14 ngay phep,14-ngay-phep,"[u'Tr\u1ecbnh H\u1ed9i', u'Ng\u1ecdc Lan', u'B\xecnh Minh', u'Ng\u1ecdc Quy\xean', u'Th\xe1i Ho\xe0']",[u'Nguy\u1ec5n Tr\u1ecdng Khoa'],2009
585fb07717dc132aab75cb0a,,Cú Và Chim Se Sẻ,cu va chim se se,cu-va-chim-se-se,"[u'L\xea Th\u1ebf L\u1eef', u'Ph\u1ea1m Th\u1ecb H\xe2n', u'C\xe1t Ly']",[u'Stephane Gauger'],2008
58633c4b17dc1322f887eeb1,,Sài Gòn Yo!,sai gon yo,sai-gon-yo,"[u'V\xe2n Trang', u'Anh Hi\u1ec1n', u'Qu\u1ef3nh Hoa', u'Elly Tr\u1ea7n', u'Kh\u01b0\u01a1ng Ng\u1ecdc']",[u'Stephane Gauger'],2011
58ae9b6717dc135c51b569c0,Days of Being Wild,A Phi Chính Truyện - Days of Being Wild,a phi chinh truyen days of being wild,a-phi-chinh-truyen-days-of-being-wild,"[u'Tr\u01b0\u01a1ng Qu\u1ed1c Vinh', u'Tr\u01b0\u01a1ng M\u1ea1n Ng\u1ecdc', u'L\u01b0u Gia Linh', u'L\u01b0u \u0110\u1ee9c Hoa', u'Tr\u01b0\u01a1ng H\u1ecdc H\u1eefu', u'L\u01b0\u01a1ng Tri\u1ec1u V\u1ef9', u'Phan \u0110\u1ecbch Hoa']",[u'V\u01b0\u01a1ng Gia V\u1ec7'],1990
596c5f49558320737268727e,A Cure For Wellness,Phương Thuốc Kỳ Bí  - A Cure For Wellness,phuong thuoc ky bi a cure for wellness,phuong-thuoc-ky-bi-a-cure-for-wellness,"[u'Dane DeHaan', u'Jason Isaacs', u'Mia Goth']",[u'Gore Verbinski'],2017
597ae5635583202285c2fc7e,Your Name,Tên Cậu Là Gì? - Your Name,ten cau la gi your name,ten-cau-la-gi-your-name,"[u'Ry\xfbnosuke Kamiki', u'Mone Kamishiraishi', u'Ry\xf4 Narita']",[u'Makoto Shinkai'],2017
5983f42f5583202285c328a1,Sultan,Võ Đài Yêu Thương - Sultan,vo dai yeu thuong sultan,vo-dai-yeu-thuong-sultan,"[u'Salman Khan', u'Anushka Sharma', u'Marko Zaror']",[u'Ali Abbas Zafar'],2016
59898ad15583202285c33819,Beyond The Memories,Bên Kia Nỗi Nhớ - Beyond The Memories,ben kia noi nho beyond the memories,ben-kia-noi-nho-beyond-the-memories,"[u'Masami Nagasawa', u'Masaki Okada', u'Yuki Furukawa']",[u'Takehiko Shinjo'],2013
599c10b75583206c49bf4b13,Fireworks,Pháo Hoa - Fireworks,phao hoa fireworks,phao-hoa-fireworks,"[u'Takeshi Kitano', u'Kayoko Kishimoto', u'Ren \xd4sugi']",[u'Takeshi Kitano'],1997
59b12adb5583206944bf79fd,Once Upon a Time,Tam Sinh Tam Thế: Thập Lý Đào Hoa - Once Upon a Time,tam sinh tam the thap ly dao hoa once upon a time,tam-sinh-tam-the-thap-ly-dao-hoa-once-upon-a-time,"[u'L\u01b0u Di\u1ec7c Phi (Crystal Liu)', u'D\u01b0\u01a1ng D\u01b0\u01a1ng', u'Nghi\xeam Khoan']",[u'Tr\u1ecbnh Ti\u1ec3u \u0110inh'],2017
59ba57f6558320083a5c204c,With Prisoners,Chốn Ngục Tù - With Prisoners,chon nguc tu with prisoners,chon-nguc-tu-with-prisoners,"[u'Raymond Chiu', u'Edward Chui', u'Kwok-Lun Lee']",[u'Wong Kwok Kuen'],2017
5460764e17dc1324fa316968,Confession of Murder,Lời thú tội của kẻ sát nhân - Confession of Murder,loi thu toi cua ke sat nhan confession of murder,loi-thu-toi-cua-ke-sat-nhan-confession-of-murder,"[u'Jeong Jae Yeong', u'Park Si Hoo', u'Jang Gwang']",[u'Jung Byung Gil'],2012
54f96c0817dc136162a0cecf,"Leafie, a Hen Into the Wild","Cô Gà Mái Thích Phiêu Lưu - Leafie, a Hen Into the Wild",co ga mai thich phieu luu leafie a hen into the wild,co-ga-mai-thich-phieu-luu-leafie-a-hen-into-the-wild,"[u'Moon So Ri', u'Choi Min Sik', u'Park Cheol Min']",[u'Oh Seong Yun'],2011
56efc53717dc132d34183c32,,Một Lần Làm Gangster,mot lan lam gangster,mot-lan-lam-gangster,"[u'Ekin Cheng', u'Jordan Chan', u'Alex Fong']",[u'Felix Chong'],2010
56f0cd8217dc132d36183ceb,,Sao Tháng 8 - Sao Tháng Tám,sao thang 8 sao thang tam,sao-thang-8-sao-thang-tam,"[u'V\u0169 Thanh T\xfa', u' L\xea D\u0169ng Nhi', u'\u0110\u1ee9c Ho\xe0n']",[u'Tr\u1ea7n \u0110\u1eafc'],1976
56f0f73b17dc132d37183f95,Yeolhansi,11 AM - Yeolhansi,11 am yeolhansi,11-am-yeolhansi,"[u'Jae-yeong Jeong', u'Ok-bin Kim', u'Daniel Choi']",[u'Seung-Hwan Lee'],2014
56f1024917dc132d34183dc3,,Đại Náo Thiên Cung,dai nao thien cung,dai-nao-thien-cung,"[u'T\u1ea1 \u0110\xecnh Phong', u'Ph\u1ea1m B\u0103ng B\u0103ng']",[u'Jeffrey Lau'],2005
56f1024f17dc132d35183da8,Traffickers,Những Kẻ Buôn Bán Nội Tạng - Traffickers,nhung ke buon ban noi tang traffickers,nhung-ke-buon-ban-noi-tang-traffickers,"[u'Chang Jung Lim', u'Daniel Choi', u'Dal-su Oh']","[u'Hong-seon Kim', u'Sang-myung Kim']",2012
5763896717dc1352b243c68b,,Tư Duy Tội Phạm: Ngoài Biên Giới - 21h tối thứ 6 hàng tuần,tu duy toi pham ngoai bien gioi 21h toi thu 6 hang tuan,tu-duy-toi-pham-ngoai-bien-gioi-21h-toi-thu-6-hang-tuan,"[u'Gary Sinise', u'Alana De La Garza', u'Daniel Henney']",[u'Erica Messer'],2016
584528f117dc136db3a0beb5,"Hoài Linh, Tóc Tiên, Trường Giang","Già Gân, Mỹ Nhân Và Găng Tơ - Hoài Linh, Tóc Tiên, Trường Giang",gia gan my nhan va gang to hoai linh toc tien truong giang,gia-gan-my-nhan-va-gang-to-hoai-linh-toc-tien-truong-giang,"[u'Ho\xe0i Linh', u'Tr\u01b0\u1eddng Giang', u'T\xf3c Ti\xean', u'Ki\u1ec1u Minh Tu\u1ea5n', u'Th\u01b0\u01a1ng T\xedn']",[u'\u0110\u1ee9c Th\u1ecbnh'],2015
585fa96417dc132aa975c9e6,,Dòng Máu Anh Hùng,dong mau anh hung,dong-mau-anh-hung,"[u'Johnny Tr\xed Nguy\u1ec5n', u'Ng\xf4 Thanh V\xe2n', u'Dustin Nguy\u1ec5n', u'Nguy\u1ec5n Ch\xe1nh T\xedn']",[u'Charlie Nguyen'],2007
585fb62017dc132aaa75c9a0,,Bẫy Rồng,bay rong,bay-rong,"[u'Johnny Tr\xed Nguy\u1ec5n', u'L\xe2m Minh Th\u1eafng', u'Ng\xf4 Thanh V\xe2n', u'Nguy\u1ec5n Ho\xe0ng Ph\xfac']",[u'L\xea Thanh S\u01a1n'],2009
59799afd5583207ceb4fe648,The Accidental Spy,Điệp Viên Bất Đắc Dĩ - The Accidental Spy,diep vien bat dac di the accidental spy,diep-vien-bat-dac-di-the-accidental-spy,"[u'Th\xe0nh Long', u'T\u1eeb Nh\u01b0\u1ee3c Tuy\xean', u'T\u0103ng Ch\xed V\u0129']",[u'Teddy Chan'],2001
59799e975583207ceb4fe65c,Seal Team VI,Đội Đặc Nhiệm Số 6 - Seal Team VI,doi dac nhiem so 6 seal team vi,doi-dac-nhiem-so-6-seal-team-vi,"[u'Jeremy Davis', u'Ken Gamble', u'Zach McGowan']",[u' Mark C. Andrews '],2008
59898f745583202286c30750,A Moment of Romance,Thiên Nhược Hữu Tình - A Moment of Romance,thien nhuoc huu tinh a moment of romance,thien-nhuoc-huu-tinh-a-moment-of-romance,"[u'L\u01b0u \u0110\u1ee9c Hoa', u'Ng\xf4 Thanh Li\xean', u'Ng\xf4 M\u1ea1nh \u0110\u1ea1t']",[u'Tr\u1ea7n M\u1ed9c Th\u1eafng'],1990
598d5bf25583200a6e0fa237,Baahubali 2: The Conclusion,Sử Thi Baahubali 2: Kết Thúc  - Baahubali 2: The Conclusion,su thi baahubali 2 ket thuc baahubali 2 the conclusion,su-thi-baahubali-2-ket-thuc-baahubali-2-the-conclusion,"[u'Prabhas', u'Rana Daggubati', u'Anushka Shetty']",[u'S.S. Rajamouli'],2017
599c10b75583206c49bf4b13,Fireworks,Pháo Hoa - Fireworks,phao hoa fireworks,phao-hoa-fireworks,"[u'Takeshi Kitano', u'Kayoko Kishimoto', u'Ren \xd4sugi']",[u'Takeshi Kitano'],1997
599fd1c05583206c4abf4f5e,Shock Wave,Sóng Dữ - Shock Wave,song du shock wave,song-du-shock-wave,"[u'L\u01b0u \u0110\u1ee9c Hoa', u'Kh\u01b0\u01a1ng V\u0169', u'Tr\u01b0\u01a1ng K\u1ebf Th\xf4ng']",[u'Kh\u01b0u L\u1ec5 \u0110\xe0o'],2017
59a3cdfb5583206c49bf5978,The Bride with White Hair,Bạch Phát Ma Nữ - The Bride with White Hair,bach phat ma nu the bride with white hair,bach-phat-ma-nu-the-bride-with-white-hair,"[u'Tr\u01b0\u01a1ng Qu\u1ed1c Vinh', u'L\xe2m Thanh H\xe0', u'Ng\xf4 Tr\u1ea5n V\u0169']",[u'Ronny Yu'],1993
59a8dd515583206944bf6324,The Sniper,Siêu Xạ Thủ - The Sniper,sieu xa thu the sniper,sieu-xa-thu-the-sniper,"[u'Nh\u1eadm Hi\u1ec1n T\u1ec1', u'Tr\u1ea7n Qu\xe1n Hy', u'Hu\u1ef3nh Hi\u1ec3u Minh']",[u'Dante Lam'],2009
59ae80a35583206944bf721b,Brotherhood of Blades II: The Infernal Battlefield,Tú Xuân Đao 2: Chiến Trường Tu La - Brotherhood of Blades II: The Infernal Battlefield,tu xuan dao 2 chien truong tu la brotherhood of blades ii the infernal battlefield,tu-xuan-dao-2-chien-truong-tu-la-brotherhood-of-blades-ii-the-infernal-battlefield,"[u'D\u01b0\u01a1ng M\u1ecbch', u'Tr\u01b0\u01a1ng \u0110\u1ecbch', u'L\xf4i Giai \xc2m']",[u'Yang Lu'],2017
59b0c2df5583206944bf7904,Luck-Key,Xin Lỗi Anh Chỉ Là Sát Thủ - Luck-Key,xin loi anh chi la sat thu luck key,xin-loi-anh-chi-la-sat-thu-luck-key,"[u'Hae-jin Yoo', u'Joon Lee', u'Yun-hie Jo']",[u'Gye-byeok Lee'],2016
59ba57f6558320083a5c204c,With Prisoners,Chốn Ngục Tù - With Prisoners,chon nguc tu with prisoners,chon-nguc-tu-with-prisoners,"[u'Raymond Chiu', u'Edward Chui', u'Kwok-Lun Lee']",[u'Wong Kwok Kuen'],2017
59bf8537558320083c5c35fa,Kung Fu Traveler ,Kung Fu Cơ Khí Hiệp - Kung Fu Traveler ,kung fu co khi hiep kung fu traveler,kung-fu-co-khi-hiep-kung-fu-traveler,"[u'Tr\u1ea7n H\u1ed5', u'V\u01b0\u01a1ng Tr\xed', u'D\u01b0\u01a1ng Tri\u1ebft']",[u' Tr\u01b0\u01a1ng Ki\u1ebfm Phong'],2017
59cdf7975583202639c1842d,Initial D,Khúc Cua Quyết Định - Initial D,khuc cua quyet dinh initial d,khuc-cua-quyet-dinh-initial-d,"[u'Tr\u1ea7n Qu\xe1n Hy', u'Ch\xe2u Ki\u1ec7t Lu\xe2n', u'D\u01b0 V\u0103n L\u1ea1c']",[u'L\u01b0u V\u0129 C\u01b0\u1eddng'],2005
5476d5e017dc1367bc9acbd0,,Châu Tinh Trì: My Hero - Anh Hùng Của Tôi,chau tinh tri my hero anh hung cua toi,chau-tinh-tri-my-hero-anh-hung-cua-toi,"[u'Ch\xe2u Tinh Tr\xec', u'Ann Bridgewater', u'L\u01b0\u01a1ng Gia Nh\xe2n', u'Giang \u0110\u1ea3o']",[u'L\u01b0\u01a1ng Gia Nh\xe2n'],1990
548ea51617dc13572711a86d,,Châu Tinh Trì: When Fortune Smile - Vận May Mỉm Cười,chau tinh tri when fortune smile van may mim cuoi,chau-tinh-tri-when-fortune-smile-van-may-mim-cuoi,"[u'Ch\xe2u Tinh Tr\xec', u'Ng\xf4 Qu\xe2n Nh\u01b0', u'Tr\u1ea7n H\u1eefu']",[u'Anthony Chan'],1990
5499294617dc133274e47125,,Châu Tinh Trì: Sixty Million Dollar Man - Người đàn ông 60 triệu đô,chau tinh tri sixty million dollar man nguoi dan ong 60 trieu do,chau-tinh-tri-sixty-million-dollar-man-nguoi-dan-ong-60-trieu-do,[u'Ch\xe2u Tinh Tr\xec'],[],1995
566107a117dc135351e03025,Mr. Zhai,Theo Tình Tình Chạy - Mr. Zhai,theo tinh tinh chay mr zhai,theo-tinh-tinh-chay-mr-zhai,"[u'Kenny Bee', u'Dada Chan', u'Renee Dai']",[],2011
56d51cd317dc13250564b3cc,,Mái Nhà Xuân,mai nha xuan,mai-nha-xuan,"[u'C\xf4ng L\xfd', u'Quang T\xe8o']",[],2007
56efc13f17dc132d35183c22,,Tấm Vé Tốc Hành: Người Bán Hàng Của Năm,tam ve toc hanh nguoi ban hang cua nam,tam-ve-toc-hanh-nguoi-ban-hang-cua-nam,"[u'Ranbir Kapoor', u'Gauhar Khan', u'Prem Chopra']",[u'Jaideep Sahni'],2009
56efc53717dc132d34183c32,,Một Lần Làm Gangster,mot lan lam gangster,mot-lan-lam-gangster,"[u'Ekin Cheng', u'Jordan Chan', u'Alex Fong']",[u'Felix Chong'],2010
56efc53717dc132d37183e2f,,Đánh Tráo Nàng Dâu,danh trao nang dau,danh-trao-nang-dau,"[u'Imran Khan', u'Katrina Kaif', u'Ali Zafar']",[u'Ali Abbas Zafar'],2011
56f1024917dc132d34183dc3,,Đại Náo Thiên Cung,dai nao thien cung,dai-nao-thien-cung,"[u'T\u1ea1 \u0110\xecnh Phong', u'Ph\u1ea1m B\u0103ng B\u0103ng']",[u'Jeffrey Lau'],2005
584528f117dc136db2a0bdf8,"Hoài Linh, Ngân Khánh, Thái Hòa, Hari Won","Ma Dai - Hoài Linh, Ngân Khánh, Thái Hòa, Hari Won",ma dai hoai linh ngan khanh thai hoa hari won,ma-dai-hoai-linh-ngan-khanh-thai-hoa-hari-won,"[u'Ng\xe2n Kh\xe1nh', u'\u0110\u1ee9c Th\u1ecbnh', u'Ho\xe0i Linh', u'Th\xe1i Ho\xe0']","[u'\u0110\u1ee9c Th\u1ecbnh', u'Ho\xe0ng Duy']",2015
584528f117dc136db3a0beb5,"Hoài Linh, Tóc Tiên, Trường Giang","Già Gân, Mỹ Nhân Và Găng Tơ - Hoài Linh, Tóc Tiên, Trường Giang",gia gan my nhan va gang to hoai linh toc tien truong giang,gia-gan-my-nhan-va-gang-to-hoai-linh-toc-tien-truong-giang,"[u'Ho\xe0i Linh', u'Tr\u01b0\u1eddng Giang', u'T\xf3c Ti\xean', u'Ki\u1ec1u Minh Tu\u1ea5n', u'Th\u01b0\u01a1ng T\xedn']",[u'\u0110\u1ee9c Th\u1ecbnh'],2015
585fa4d617dc132aa875ca04,,Vật Đổi Sao Dời,vat doi sao doi,vat-doi-sao-doi,"[u'V\xe2n S\u01a1n', u'Tawny Tr\xfac Nguy\u1ec5n', u'H\u1ed3ng \u0110\xe0o', u'B\u1ea3o Li\xeam', u'B\xe9 M\u1eadp']","[u'Charlie Nguyen', u'Cinema Pictures (H\xe3ng phim Ch\xe1nh Ph\u01b0\u01a1ng ng\xe0y nay)']",2001
586088eb17dc132aaa75c9d8,,Cưới Ngay Kẻo Lỡ,cuoi ngay keo lo,cuoi-ngay-keo-lo,"[u'Johnny Tr\xed Nguy\u1ec5n', u'Ng\u1ecdc Di\u1ec7p', u'Th\xe1i Ho\xe0', u'Ho\xe0ng Ph\xfac', u'T\u1ea5n Beo', u'Thanh Th\xfay']",[u'Charlie Nguyen'],2012
58b3d9ed17dc136917b56b85,If You Are the One,Phi Thành Vật Nhiễu - If You Are the One,phi thanh vat nhieu if you are the one,phi-thanh-vat-nhieu-if-you-are-the-one,"[u'Th\u01b0 K\u1ef3', u'C\xe1t \u01afu', u'T\u1eeb Nh\u01b0\u1ee3c Tuy\xean']",[u'Ph\xf9ng Ti\u1ec3u C\u01b0\u01a1ng'],2008
59799afd5583207ceb4fe648,The Accidental Spy,Điệp Viên Bất Đắc Dĩ - The Accidental Spy,diep vien bat dac di the accidental spy,diep-vien-bat-dac-di-the-accidental-spy,"[u'Th\xe0nh Long', u'T\u1eeb Nh\u01b0\u1ee3c Tuy\xean', u'T\u0103ng Ch\xed V\u0129']",[u'Teddy Chan'],2001
598405875583202285c328b7,See You Tomorrow,Người Đưa Đò - See You Tomorrow,nguoi dua do see you tomorrow,nguoi-dua-do-see-you-tomorrow,"[u' L\u01b0\u01a1ng Tri\u1ec1u V\u0129', u'Kim Th\xe0nh V\u0169 (Kaneshiro Takeshi)', u'Angela Baby']",[u'Tr\u01b0\u01a1ng Gia Giai'],2016
59a7b1fe5583206944bf53c5,Soccer Killer,Tiên Cầu Đại Chiến - Soccer Killer,tien cau dai chien soccer killer,tien-cau-dai-chien-soccer-killer,"[u'L\xe2m T\u1eed Th\xf4ng', u'\u0110\u1eb7ng L\u1ec7 H\xe2n', u'Chung H\xe2n \u0110\u1ed3ng']",[u'L\u01b0u Tr\u1ea5n V\u0129'],2017
59b0c2df5583206944bf7904,Luck-Key,Xin Lỗi Anh Chỉ Là Sát Thủ - Luck-Key,xin loi anh chi la sat thu luck key,xin-loi-anh-chi-la-sat-thu-luck-key,"[u'Hae-jin Yoo', u'Joon Lee', u'Yun-hie Jo']",[u'Gye-byeok Lee'],2016
54f96c0817dc136162a0cecf,"Leafie, a Hen Into the Wild","Cô Gà Mái Thích Phiêu Lưu - Leafie, a Hen Into the Wild",co ga mai thich phieu luu leafie a hen into the wild,co-ga-mai-thich-phieu-luu-leafie-a-hen-into-the-wild,"[u'Moon So Ri', u'Choi Min Sik', u'Park Cheol Min']",[u'Oh Seong Yun'],2011
56d518f217dc13250664b2a2,,Huyền Thoại Về Người Mẹ,huyen thoai ve nguoi me,huyen-thoai-ve-nguoi-me,[u'Tr\xe0 Giang'],[u'B\u1ea1ch Di\u1ec7p'],1987
56d51cd317dc13250564b3cc,,Mái Nhà Xuân,mai nha xuan,mai-nha-xuan,"[u'C\xf4ng L\xfd', u'Quang T\xe8o']",[],2007
584528f117dc136db2a0bdf8,"Hoài Linh, Ngân Khánh, Thái Hòa, Hari Won","Ma Dai - Hoài Linh, Ngân Khánh, Thái Hòa, Hari Won",ma dai hoai linh ngan khanh thai hoa hari won,ma-dai-hoai-linh-ngan-khanh-thai-hoa-hari-won,"[u'Ng\xe2n Kh\xe1nh', u'\u0110\u1ee9c Th\u1ecbnh', u'Ho\xe0i Linh', u'Th\xe1i Ho\xe0']","[u'\u0110\u1ee9c Th\u1ecbnh', u'Ho\xe0ng Duy']",2015
584528f117dc136db3a0beb5,"Hoài Linh, Tóc Tiên, Trường Giang","Già Gân, Mỹ Nhân Và Găng Tơ - Hoài Linh, Tóc Tiên, Trường Giang",gia gan my nhan va gang to hoai linh toc tien truong giang,gia-gan-my-nhan-va-gang-to-hoai-linh-toc-tien-truong-giang,"[u'Ho\xe0i Linh', u'Tr\u01b0\u1eddng Giang', u'T\xf3c Ti\xean', u'Ki\u1ec1u Minh Tu\u1ea5n', u'Th\u01b0\u01a1ng T\xedn']",[u'\u0110\u1ee9c Th\u1ecbnh'],2015
585fb07717dc132aab75cb0a,,Cú Và Chim Se Sẻ,cu va chim se se,cu-va-chim-se-se,"[u'L\xea Th\u1ebf L\u1eef', u'Ph\u1ea1m Th\u1ecb H\xe2n', u'C\xe1t Ly']",[u'Stephane Gauger'],2008
5608b74a17dc130c37640c83,Galaxia Bots - Seer,Anh Hùng Vũ Trụ - Galaxia Bots - Seer,anh hung vu tru galaxia bots seer,anh-hung-vu-tru-galaxia-bots-seer,"[u'Di Road ', u'Andrew Garfield', u'Lily']",[u'Ma Ling'],2011
5608bb5217dc130c386408c8,Snow White,Nàng Bạch Tuyết - Snow White,nang bach tuyet snow white,nang-bach-tuyet-snow-white,[],[],1990
5608bc6017dc130c37640c89,Sleeping Beauty,Người Đẹp Ngủ Trong Rừng - Sleeping Beauty,nguoi dep ngu trong rung sleeping beauty,nguoi-dep-ngu-trong-rung-sleeping-beauty,[u'Wilhelm Grimm'],[u'Jacob Grimm'],1991
5608bce017dc130c37640c8c,Jungle Boy,Cậu Bé Rừng Xanh - Jungle Boy,cau be rung xanh jungle boy,cau-be-rung-xanh-jungle-boy,"[u'Richard Fitzpatrick', u'Don Francks', u'Stuart Stone']",[u'Laura Shepherd'],1996
5608be0f17dc130c366409dd,Jack And The Beanstalk,Jack Và Cây Đậu Thần - Jack And The Beanstalk,jack va cay dau than jack and the beanstalk,jack-va-cay-dau-than-jack-and-the-beanstalk,"[u'Will Ryan', u'Rob Paulsen']",[u'Jim Simon'],1990
5608c07317dc130c37640c93,Cinderella,Cô Bé Lọ Lem - Cinderella,co be lo lem cinderella,co-be-lo-lem-cinderella,[],[u'Roger Scott Olsen'],1990
5608c16917dc130c39640939,The Wizard Of Oz,Thầy Phù Thủy Xứ OZ - The Wizard Of Oz,thay phu thuy xu oz the wizard of oz,thay-phu-thuy-xu-oz-the-wizard-of-oz,[],[u'Jim Simon'],1991
